product_id,creator_id,status,name,note,description_list,description_detail,search_word,free_area,del_flg,create_date,update_date
1198,1,1,夏物_ポリ訪問着(黒地・草花),,黒地に草花をあしらった訪問着です。帯は葉をモチーフにした絽の帯です。夜のパーティー等によろしいかと思われます。,"黒地に草花をあしらった訪問着です。帯は葉をモチーフにした絽の帯です。夜のパーティー等によろしいかと思われます。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1199,1,1,夏物_ポリ訪問着(サーモンピンク地・辻が花風),,サーモンピンク地に辻が花風のお花が斜めに描かれており柄の部分を薄グレーに染めてあります。お若い方でパーティー等にいかがでしょうか。,"サーモンピンク地に辻が花風のお花が斜めに描かれており柄の部分を薄グレーに染めてあります。お若い方でパーティー等にいかがでしょうか。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1200,1,1,夏物_ポリ訪問着(グレーに墨ボカシ地・花びら),,グレー地にたもとと裾を流れるように、墨色に染め分けてその流れに沿うように小さな花びらと枝を描いております。帯は薄紫とブルーの桔梗の花を描いた銀糸を織り込んだ夏帯を使用しております。,"グレー地にたもとと裾を流れるように、墨色に染め分けてその流れに沿うように小さな花びらと枝を描いております。帯は薄紫とブルーの桔梗の花を描いた銀糸を織り込んだ夏帯を使用しております。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1201,1,1,夏物_ポリ訪問着(白地・辻が花風),,白地にたもとと裾を淡い紫色に染め分けてありその中にお花を描いてあります。帯は薄紫とブルーの桔梗の花を描いた銀糸を織り込んだ夏帯を使用しております。,"白地にたもとと裾を淡い紫色に染め分けてありその中にお花を描いてあります。帯は薄紫とブルーの桔梗の花を描いた銀糸を織り込んだ夏帯を使用しております。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1202,1,1,お宮参り(黒地・鷹と軍配・正絹),,羽を広げた鷹と軍配、屋敷が描かれています。,"羽を広げた鷹と軍配、屋敷が描かれています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1203,1,1,お宮参り(黒地・兜と城),,黒、グレー薄茶でくぎられ、兜、城に山、緑の松が爽やかです。,"黒、グレー薄茶でくぎられ、兜、城に山、緑の松が爽やかです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1204,1,1,お宮参り(モスグリーン地・兜とつづみ),,地色は深緑とグレー、竜のついた兜、松、つづみ、旗が配されています。,"地色は深緑とグレー、竜のついた兜、松、つづみ、旗が配されています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1205,1,1,お宮参り(朱色地・花ぐるま),,花ぐるまに飾られた花ばな、手まりも花に囲まれています。,"花ぐるまに飾られた花ばな、手まりも花に囲まれています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1206,1,1,お宮参り(朱色地・牛車、蝶々・正絹),,"牛車に蝶、おしどり、花,短冊が華やかに配されています。","牛車に蝶、おしどり、花,短冊が華やかに配されています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1207,1,1,お宮参り(朱色地・てまりと花),,てまりが花にうもれ、扇が散りばめられています。,"てまりが花にうもれ、扇が散りばめられています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1208,1,1,ゆかた(黒地・短い線の縦、横模様),,生地は縦絽のような織で、黒地、茶の短い線の縦、横で模様になっています。,"生地は縦絽のような織で、黒地、茶の短い線の縦、横で模様になっています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1209,1,1,ゆかた(白地・桐),,綿素材、白地で流れるような曲線に茶色の桐がすっきり乗せてあります。,"綿素材、白地で流れるような曲線に茶色の桐がすっきり乗せてあります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1210,1,1,ゆかた(茶色地、ラメ・雲と竜),,茶色にシルバーの縦糸が通り雲と竜が力強さを強調しています。,"茶色にシルバーの縦糸が通り雲と竜が力強さを強調しています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1211,1,2,ゆかた(黒地・無地),,綿麻の楊柳、無地の黒ですが透け感があり涼しげです。サイズ:LLサイズ身　長:175ーー180ー位の方,"綿麻の楊柳、無地の黒ですが透け感があり涼しげです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1212,1,1,ゆかた(ベージュ地・金平糖のような柄),,ベージュ色で金平糖のような柄が全体に入り、デザイン化された紺の柄が引き立っています。,"ベージュ色で金平糖のような柄が全体に入り、デザイン化された紺の柄が引き立っています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1213,1,1,ゆかた(黒地・雲、竜),,黒地に雲と竜が全体を覆っています。,"黒地に雲と竜が全体を覆っています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1214,1,1,ゆかた(茶色地・黄緑の縦枠),,衿、地色が茶色で黄緑の縦枠がデザイン化されています。,"衿、地色が茶色で黄緑の縦枠がデザイン化されています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1215,1,1,ゆかた(黒地・花に唐草),,茶ベージュのがくの多いおおきな花に唐草が黒地に溶け込んでいます。,"茶ベージュのがくの多いおおきな花に唐草が黒地に溶け込んでいます。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1216,1,1,ゆかた(青、紺、白地・幾何学模様),,青、紺、白の線で表現した模様隙間には世界地図のような柄が見えます。,"青、紺、白の線で表現した模様隙間には世界地図のような柄が見えます。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1217,1,2,ゆかた(白地・凧),,白地、凧の絵はやっこ、龍の文字、浮世絵などです。,"白地、凧の絵はやっこ、龍の文字、浮世絵などです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1218,1,1,ゆかた(黒地、ラメ・雷神、風神),,黒地にシルバーの縦糸が光り、雷神、風神が輝きます。,"黒地にシルバーの縦糸が光り、雷神、風神が輝きます。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1219,1,1,ゆかた(生成り地・風神、雷神),,綿、麻入り、紅梅地、生成り地で紫の風神、雷神。,"綿、麻入り、紅梅地、生成り地で紫の風神、雷神。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1220,1,1,ゆかた(青と紺地・格子柄),,青と紺の大きな格子柄です。,"青と紺の大きな格子柄です。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1221,1,1,ゆかた(緑がかった黒地・かるたの中に虎),,緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。,"緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1222,1,1,ゆかた(青地・枡と円の柄),,青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。,"青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1223,1,1,ゆかた(白地・紺の格子、張り子の虎),,ブルーグレー地、白い枡目、所所に張り子の虎があります。,"ブルーグレー地、白い枡目、所所に張り子の虎があります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1224,1,1,ゆかた(紺と青地・ストライプ),,綿、麻入り、ちぢみのような生地、紺と青のストライプです。,"綿、麻入り、ちぢみのような生地、紺と青のストライプです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1225,1,2,ゆかた(紺と青地・瓢箪),,青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。,"青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1226,1,1,ゆかた(白地・井形、十字),,白地に薄茶の井形と濃紺で大きく十を描いてアクセントを出してあります。,"白地に薄茶の井形と濃紺で大きく十を描いてアクセントを出してあります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1227,1,1,ゆかた(白地・茶縞、小さな玉),,うす茶色と白の太い縦縞に、白地の中に小さな模様入りです。,"うす茶色と白の太い縦縞に、白地の中に小さな模様入りです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1228,1,1,ゆかた(薄紫地・井形),,薄紫地に井形の模様入りです。,"薄紫地に井形の模様入りです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1229,1,1,ゆかた(淡いブルー地・こうもり),,淡いブルー地に濃紺で柄を描いてあります。,"淡いブルー地に濃紺で柄を描いてあります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1230,1,1,ゆかた(白地・葉),,白地に大きな葉柄の型染め。白の部分が模様のように見えます。,"白地に大きな葉柄の型染め。白の部分が模様のように見えます。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1231,1,1,ゆかた(紺地・幾何学模様),,紺地に白の斜めにした大小の四角の総柄。,"紺地に白の斜めにした大小の四角の総柄。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1232,1,1,ゆかた(淡い生成地・タツノオトシゴ),,淡い生成色に茶色のつるを縦に並べて間にたつのおとし子を描いてあります。,"淡い生成色に茶色のつるを縦に並べて間にたつのおとし子を描いてあります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1233,1,1,ゆかた(白地・十字絣),,古典的な十字絣の浴衣です。あきのこない人気ある商品です。角帯を利用しておりますが、兵児帯もおしゃれです。,"古典的な十字絣の浴衣です。あきのこない人気ある商品です。角帯を利用しておりますが、兵児帯もおしゃれです。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1234,1,1,ゆかた(黒地・無地),,黒地、無地。毎年、無地の希望が多かったので、2着ご用意させていただきました。帯は白黒のウロコ模様でアクセントをつけてみました。,"黒地、無地。毎年、無地の希望が多かったので、2着ご用意させていただきました。帯は白黒のウロコ模様でアクセントをつけてみました。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1235,1,1,ゆかた(グレー地・縞),,グレーの無地。帯は鹿の子絞り風の帯を付けてみました。,"グレーの無地。帯は鹿の子絞り風の帯を付けてみました。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1236,1,1,ゆかた(墨色・無地),,墨色の無地。帯は金茶を使用してみました。,"墨色の無地。帯は金茶を使用してみました。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1237,1,2,ゆかた(墨色・無地),,墨色の無地。帯は金茶を使用してみました。,"墨色の無地。帯は金茶を使用してみました。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1238,1,1,ゆかた(グリーン系・絞り、麻の葉に花),,麻の葉にお花柄の全体がしぼりの贅沢な浴衣です。帯も麻の葉で合わせてみました。,"麻の葉にお花柄の全体がしぼりの贅沢な浴衣です。帯も麻の葉で合わせてみました。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1239,1,1,ゆかた(黒地・絞り、苺),,"黒地にイチゴの模様はしぼりです。白い帯に赤い飾り紐がポイントです。※赤い帯飾りはオプション(別途1,080円)になります。","黒地にイチゴの模様はしぼりです。白い帯に赤い飾り紐がポイントです。※赤い帯飾りはオプション(別途1,080円)になります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1240,1,1,ゆかた(藍色・菖蒲),,"綿紅梅、藍色のコントラストと白の菖蒲の柄が全体をすっきり見せます。※帯締(トンボ玉付き)はオプション(別途1,080円)になります。","綿紅梅、藍色のコントラストと白の菖蒲の柄が全体をすっきり見せます。※帯締(トンボ玉付き)はオプション(別途1,080円)になります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1241,1,1,ゆかた(ベージュ地・大輪の花),,華やかなぼたんの集合が地色の落ち着いた色合いでまとまっています。,"華やかなぼたんの集合が地色の落ち着いた色合いでまとまっています。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
1242,1,1,ゆかた(黒地・花、トンボ),,"黒、黄、グレーの色合いの中にとんぼが効果的です。赤い帯と黄色の兵児帯の二本使いになります。※黄色の兵児帯はオプション(別途1,080円)になります。","黒、黄、グレーの色合いの中にとんぼが効果的です。赤い帯と黄色の兵児帯の二本使いになります。※黄色の兵児帯はオプション(別途1,080円)になります。<div style=""display:block; padding:2px; margin-top:15px; border: 1px solid #F48686; background: #FEFCFC; padding-left:10px;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:15px; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,0,"2017-03-14 18:38:41","2017-03-14 18:38:41"
