point_status_id,order_id,customer_id,status,del_flg,point_fix_date
378,1161,2633,0,0,
379,1162,2670,0,0,
380,1163,2670,0,0,
381,1165,2670,0,0,
382,1166,2670,0,0,
383,1167,2633,0,0,
384,1168,2633,0,0,
385,1169,2656,0,0,
386,1170,2657,1,0,"2019-09-05 14:24:26"
387,1182,78,1,0,"2019-09-12 13:57:56"
388,1185,2656,1,0,"2019-10-02 18:01:08"
389,1187,2656,1,0,"2019-10-03 10:18:20"
390,1188,2656,1,0,"2019-10-03 10:26:14"
391,1189,2656,1,0,"2019-10-03 10:28:58"
392,1190,2656,1,0,"2019-10-03 10:32:52"
393,1191,2656,1,0,"2019-10-03 10:43:21"
394,1192,2656,1,0,"2019-10-03 10:47:59"
395,1193,2656,1,0,"2019-10-03 10:49:00"
396,1194,2656,1,0,"2019-10-03 10:58:38"
397,1196,2633,1,0,"2019-12-18 14:17:47"
398,1205,2660,1,0,"2020-02-17 18:45:41"
399,1207,2660,1,0,"2020-04-14 10:26:15"
400,1209,2660,1,0,"2020-04-14 10:37:11"
401,1215,2660,1,0,"2020-06-12 14:40:39"
402,1217,2660,1,0,"2020-06-12 16:25:54"
403,1223,2369,1,0,"2020-06-18 10:37:42"
404,1225,2669,1,0,"2020-06-19 10:09:35"
405,1226,2669,1,0,"2020-06-19 10:25:01"
406,1229,2660,1,0,"2020-07-02 17:56:04"
407,1232,2660,1,0,"2020-07-02 18:34:05"
408,1234,2660,1,0,"2020-07-07 13:54:05"
409,1235,2660,1,0,"2020-07-07 14:09:45"
410,1241,2668,1,0,"2021-03-12 16:55:33"
411,1243,2633,1,0,"2021-03-30 10:40:16"
412,1244,2633,1,0,"2021-03-30 14:28:13"
413,1245,2633,1,0,"2021-03-30 18:28:59"
414,1248,2668,1,1,"2021-04-06 16:08:05"
415,1249,2669,1,0,"2021-04-27 14:05:17"
416,1253,2633,1,0,"2021-05-25 17:44:27"
417,1252,2633,1,0,"2021-05-25 17:49:39"
418,1254,2633,1,0,"2021-05-27 10:15:28"
419,1255,2633,1,0,"2021-05-27 10:16:56"
420,1256,2633,1,0,"2021-05-27 11:19:06"
421,1265,2671,1,0,"2021-05-28 16:36:56"
422,1276,2633,1,0,"2021-07-12 16:17:21"
423,1287,2673,1,0,"2021-08-27 13:22:07"
424,1288,2673,1,0,"2021-08-27 13:36:52"
425,1289,2673,1,0,"2021-08-27 15:36:59"
426,1291,2673,1,0,"2021-08-27 15:49:45"
427,1293,2673,1,0,"2021-08-27 15:58:30"
428,1294,2673,1,0,"2021-08-27 16:28:08"
429,1295,2673,1,0,"2021-08-27 16:32:11"
430,1325,2633,1,0,"2021-10-05 17:09:23"
431,1338,2633,1,0,"2021-11-02 13:52:30"
432,1341,2657,1,0,"2021-11-12 13:04:00"
433,1350,2657,1,0,"2021-11-29 19:04:07"
434,1351,2669,1,0,"2021-12-01 11:18:12"
435,1352,2669,1,0,"2021-12-01 11:27:07"
436,1362,2690,1,0,"2022-03-18 13:02:08"
437,1377,2657,1,0,"2023-03-31 23:35:42"
438,1378,2657,1,0,"2023-03-31 23:40:10"
439,1379,2657,1,0,"2023-04-01 00:03:45"
440,1382,2668,1,0,"2023-07-17 11:44:00"
441,1386,2693,1,0,"2023-10-03 11:21:20"
